amount,asset_description,asset_type,comment,disclosure_date,owner,ptr_link,senator,ticker,transaction_date,type
"$1,001 - $15,000",Lions Gate Entertainment Corp.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",LGF-B,11/30/2018,Purchase
"$15,001 - $50,000","Kinder Morgan, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",KMI,11/29/2018,Purchase
"$15,001 - $50,000","The Williams Companies, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",WMB,11/29/2018,Sale (Partial)
"$1,001 - $15,000",Graphic Packaging Holding Company,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",GPK,11/28/2018,Purchase
"$1,001 - $15,000",Lions Gate Entertainment Corp.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",LGF-B,11/28/2018,Purchase
"$250,001 - $500,000","FLORIDA ST DEPT GEN SVCS DIV <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 09/01/24</div>",Municipal Security,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",--,11/28/2018,Sale (Full)
"$250,001 - $500,000","WISCONSIN ST GO <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 05/01/22</div>",Municipal Security,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",--,11/28/2018,Sale (Full)
"$250,001 - $500,000","SNOHOMISH CNTY WASH SCH DIST GO <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 12/01/23</div>",Municipal Security,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",--,11/28/2018,Sale (Full)
"$100,001 - $250,000","GEORGIA MUN ELEC AUTH PWR REV <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 01/01/22</div>",Municipal Security,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",--,11/28/2018,Sale (Full)
"$250,001 - $500,000","STATE OF CONNECTICUT GO <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 03/15/23</div>",Municipal Security,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",--,11/28/2018,Sale (Full)
"$1,001 - $15,000",Apple Inc.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",AAPL,11/27/2018,Purchase
"$1,001 - $15,000",Apple Inc.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",AAPL,11/27/2018,Purchase
"$1,001 - $15,000",Apple Inc.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",AAPL,11/27/2018,Purchase
"$1,001 - $15,000",Apple Inc.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",AAPL,11/27/2018,Purchase
"$15,001 - $50,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/27/2018,Sale (Full)
"$1,001 - $15,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/27/2018,Sale (Partial)
"$1,001 - $15,000",Lions Gate Entertainment Corp.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",LGF-B,11/27/2018,Purchase
"$1,001 - $15,000",Apple Inc.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",AAPL,11/27/2018,Purchase
"$1,001 - $15,000",Lions Gate Entertainment Corp.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",LGF-B,11/27/2018,Purchase
"$1,001 - $15,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/26/2018,Sale (Partial)
"$1,001 - $15,000",Lions Gate Entertainment Corp.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",LGF-B,11/26/2018,Purchase
"$50,001 - $100,000",Devon Energy Corporation,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DVN,11/26/2018,Sale (Full)
"$500,001 - $1,000,000",SPDR S&amp;P 500 ETF,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",SPY,11/26/2018,Purchase
"$100,001 - $250,000",Hanesbrands Inc.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",HBI,11/26/2018,Sale (Full)
"$100,001 - $250,000",First Data Corporation,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FDC,11/26/2018,Sale (Full)
"$100,001 - $250,000",Axalta Coating Systems Ltd.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",AXTA,11/26/2018,Sale (Full)
"$1,001 - $15,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/21/2018,Sale (Partial)
"$15,001 - $50,000",Pfizer Inc.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",PFE,11/20/2018,Sale (Full)
"$1,001 - $15,000",Valero Energy Partners LP,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",VLP,11/20/2018,Sale (Partial)
"$1,001 - $15,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/20/2018,Sale (Partial)
"$1,001 - $15,000",First Data Corporation,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FDC,11/20/2018,Purchase
"$1,001 - $15,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/20/2018,Sale (Partial)
"$1,001 - $15,000",Lions Gate Entertainment Corp.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",LGF-B,11/20/2018,Purchase
"$1,001 - $15,000",Graphic Packaging Holding Company,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",GPK,11/20/2018,Purchase
"$1,001 - $15,000",The Mosaic Company,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",MOS,11/20/2018,Sale (Partial)
"$1,001 - $15,000",Pfizer Inc.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",PFE,11/19/2018,Sale (Partial)
"$1,001 - $15,000",Lions Gate Entertainment Corp.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",LGF-B,11/19/2018,Purchase
"$1,001 - $15,000",Pfizer Inc.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",PFE,11/19/2018,Sale (Partial)
"$1,001 - $15,000",First Data Corporation,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FDC,11/19/2018,Purchase
"$1,001 - $15,000",First Data Corporation,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FDC,11/19/2018,Purchase
"$1,001 - $15,000",Lions Gate Entertainment Corp.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",LGF-B,11/16/2018,Purchase
"$1,001 - $15,000",First Data Corporation,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FDC,11/15/2018,Purchase
"$1,001 - $15,000",First Data Corporation,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FDC,11/15/2018,Purchase
"$1,001 - $15,000",First Data Corporation,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FDC,11/15/2018,Purchase
"$1,001 - $15,000",Valero Energy Partners LP,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",VLP,11/14/2018,Sale (Partial)
"$1,001 - $15,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/14/2018,Sale (Partial)
"$1,001 - $15,000",Lions Gate Entertainment Corp.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",LGF-B,11/14/2018,Purchase
"$1,001 - $15,000",The Mosaic Company,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",MOS,11/14/2018,Sale (Partial)
"$1,001 - $15,000",Knowles Corporation,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",KN,11/13/2018,Sale (Partial)
"$1,001 - $15,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/13/2018,Sale (Partial)
"$1,001 - $15,000",Lions Gate Entertainment Corp.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",LGF-B,11/13/2018,Purchase
"$1,001 - $15,000",The Mosaic Company,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",MOS,11/13/2018,Sale (Partial)
"$1,001 - $15,000",The Mosaic Company,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",MOS,11/13/2018,Sale (Partial)
"$1,001 - $15,000",Lions Gate Entertainment Corp.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",LGF-B,11/12/2018,Purchase
"$1,001 - $15,000",Pfizer Inc.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",PFE,11/12/2018,Sale (Partial)
"$1,001 - $15,000",Knowles Corporation,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",KN,11/12/2018,Sale (Partial)
"$1,001 - $15,000",Lions Gate Entertainment Corp.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",LGF-B,11/12/2018,Purchase
"$1,001 - $15,000",First Data Corporation,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FDC,11/12/2018,Purchase
"$1,001 - $15,000",First Data Corporation,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FDC,11/12/2018,Purchase
"$15,001 - $50,000",Lions Gate Entertainment Corp.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",LGF-B,11/09/2018,Purchase
"$1,001 - $15,000",Pfizer Inc.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",PFE,11/09/2018,Sale (Partial)
"$1,001 - $15,000",Pfizer Inc.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",PFE,11/08/2018,Sale (Partial)
"$1,001 - $15,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/08/2018,Sale (Partial)
"$1,001 - $15,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/08/2018,Sale (Partial)
"$1,001 - $15,000","FireEye, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FEYE,11/08/2018,Sale (Partial)
"$1,001 - $15,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/07/2018,Sale (Partial)
"$1,001 - $15,000","FireEye, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FEYE,11/07/2018,Sale (Partial)
"$1,001 - $15,000","FireEye, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FEYE,11/07/2018,Sale (Partial)
"$1,001 - $15,000","FireEye, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FEYE,11/07/2018,Sale (Partial)
"$1,001 - $15,000",First Data Corporation,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FDC,11/06/2018,Purchase
"$1,001 - $15,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/06/2018,Sale (Partial)
"$15,001 - $50,000",Pfizer Inc.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",PFE,11/05/2018,Sale (Partial)
"$1,001 - $15,000",Graphic Packaging Holding Company,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",GPK,11/05/2018,Purchase
"$1,001 - $15,000",First Data Corporation,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",FDC,11/05/2018,Purchase
"$1,001 - $15,000",The Mosaic Company,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",MOS,11/05/2018,Sale (Partial)
"$1,001 - $15,000",The Mosaic Company,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",MOS,11/05/2018,Sale (Partial)
"$1,001 - $15,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/05/2018,Sale (Partial)
"$1,001 - $15,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/05/2018,Sale (Partial)
"$1,001 - $15,000",Graphic Packaging Holding Company,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",GPK,11/02/2018,Purchase
"$1,001 - $15,000",Pfizer Inc.,Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",PFE,11/02/2018,Sale (Partial)
"$1,001 - $15,000","Discovery, Inc.",Stock,--,12/06/2018,Joint,https://efdsearch.senate.gov/search/view/ptr/d5952c7e-4bd6-4fa1-8e8a-5018fc6e9415/,"David A Perdue , Jr",DISCA,11/02/2018,Sale (Partial)
Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,,12/04/2018,N/A,https://efdsearch.senate.gov/search/view/paper/6a259a17-8da7-4e6c-bcec-68d10e497c0e/,Richard Blumenthal,N/A,12/04/2018,N/A
Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,,12/04/2018,N/A,https://efdsearch.senate.gov/search/view/paper/a9376ef3-2a48-4543-94ec-eea5b522bffd/,Richard M Burr,N/A,12/04/2018,N/A
"$1,001 - $15,000","Nuveen JFR Term Preferred Step-up <div class=""text-muted""><em>Rate/Coupon:</em> 3.0%<br> <em>Matures:</em> 12/01/2019</div>",Corporate Bond,--,12/04/2018,Spouse,https://efdsearch.senate.gov/search/view/ptr/3fc1418c-5789-4f36-b7f5-2a9c445a756d/,Thomas R Carper,--,11/21/2018,Sale (Full)
"$1,001 - $15,000","Nuveen JFR Term Preferred Step-up <div class=""text-muted""><em>Rate/Coupon:</em> 3.0%<br> <em>Matures:</em> 12/01/2019</div>",Corporate Bond,--,12/04/2018,Spouse,https://efdsearch.senate.gov/search/view/ptr/3fc1418c-5789-4f36-b7f5-2a9c445a756d/,Thomas R Carper,--,11/21/2018,Sale (Full)
"$1,001 - $15,000",Marathon Petroleum Corp,Stock,--,12/04/2018,Spouse,https://efdsearch.senate.gov/search/view/ptr/3fc1418c-5789-4f36-b7f5-2a9c445a756d/,Thomas R Carper,--,11/09/2018,Purchase
"$1,001 - $15,000",Pfizer,Stock,--,12/04/2018,Spouse,https://efdsearch.senate.gov/search/view/ptr/3fc1418c-5789-4f36-b7f5-2a9c445a756d/,Thomas R Carper,--,11/09/2018,Sale (Full)
"$1,001 - $15,000",Amazon,Stock,--,12/04/2018,Spouse,https://efdsearch.senate.gov/search/view/ptr/3fc1418c-5789-4f36-b7f5-2a9c445a756d/,Thomas R Carper,--,11/12/2018,Purchase
"$1,001 - $15,000",Pfizer Inc,Stock,--,12/04/2018,Spouse,https://efdsearch.senate.gov/search/view/ptr/3fc1418c-5789-4f36-b7f5-2a9c445a756d/,Thomas R Carper,--,11/09/2018,Sale (Full)
"$1,001 - $15,000",Marathon Petroleum Corp,Stock,--,12/04/2018,Spouse,https://efdsearch.senate.gov/search/view/ptr/3fc1418c-5789-4f36-b7f5-2a9c445a756d/,Thomas R Carper,--,11/09/2018,Purchase
"$1,001 - $15,000",Amazon,Stock,--,12/04/2018,Spouse,https://efdsearch.senate.gov/search/view/ptr/3fc1418c-5789-4f36-b7f5-2a9c445a756d/,Thomas R Carper,--,11/02/2018,Purchase
Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,,11/28/2018,N/A,https://efdsearch.senate.gov/search/view/paper/298ebe23-17e0-41d0-9e5c-c398ae350857/,Richard Blumenthal,N/A,11/28/2018,N/A
Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,,11/26/2018,N/A,https://efdsearch.senate.gov/search/view/paper/5c8025e9-c8bb-4f1e-a476-19331fe8f348/,John Boozman,N/A,11/26/2018,N/A
"$1,001 - $15,000",Schlumberger Limited,Stock,--,11/26/2018,Spouse,https://efdsearch.senate.gov/search/view/ptr/a31f4ed9-2215-4833-9a19-1a30db5a65c5/,"Angus S King, Jr.",SLB,10/17/2018,Sale (Partial)
"$1,001 - $15,000","WARRINGTON TWP PA GO BDS 2014 DUE 12/01/2029 <div class=""text-muted""><em>Rate/Coupon:</em> 3.125%<br> <em>Matures:</em> 12/01/2029</div>",Municipal Security,--,11/16/2018,Self,https://efdsearch.senate.gov/search/view/ptr/bbd1f7c0-aefc-4f68-b5c1-d7fe1310b2c0/,Gary C Peters,--,11/09/2018,Purchase
"$1,001 - $15,000","General Mills, Inc.",Stock,--,11/16/2018,Self,https://efdsearch.senate.gov/search/view/ptr/bbd1f7c0-aefc-4f68-b5c1-d7fe1310b2c0/,Gary C Peters,GIS,11/09/2018,Purchase
"$1,001 - $15,000","MARSH &amp; MCLENNAN COS INC 03.500% 060324 DTD053014 <div class=""text-muted""><em>Rate/Coupon:</em> 03.500%<br> <em>Matures:</em> 06/03/2024</div>",Corporate Bond,--,11/16/2018,Self,https://efdsearch.senate.gov/search/view/ptr/bbd1f7c0-aefc-4f68-b5c1-d7fe1310b2c0/,Gary C Peters,--,11/09/2018,Purchase
"$1,001 - $15,000","MADISON ALA GO SCH WTS 2018 D DUE 02/01/2034 <div class=""text-muted""><em>Rate/Coupon:</em> 3.625%<br> <em>Matures:</em> 02/01/2034</div>",Municipal Security,--,11/16/2018,Self,https://efdsearch.senate.gov/search/view/ptr/bbd1f7c0-aefc-4f68-b5c1-d7fe1310b2c0/,Gary C Peters,--,10/24/2018,Purchase
"$1,001 - $15,000","LEXINGTON-FAYETTE URBAN CNTY GOVT KY GO VAR PURP GO BDS 2018A DUE 10/01/2036 <div class=""text-muted""><em>Rate/Coupon:</em> 3.50%<br> <em>Matures:</em> 10/01/2036</div>",Municipal Security,--,11/16/2018,Self,https://efdsearch.senate.gov/search/view/ptr/bbd1f7c0-aefc-4f68-b5c1-d7fe1310b2c0/,Gary C Peters,--,10/24/2018,Purchase
"$1,001 - $15,000",General Electric Company,Stock,--,11/16/2018,Self,https://efdsearch.senate.gov/search/view/ptr/bbd1f7c0-aefc-4f68-b5c1-d7fe1310b2c0/,Gary C Peters,GE,10/30/2018,Sale (Full)
"$1,001 - $15,000",AT&amp;T Inc.,Stock,--,11/16/2018,Self,https://efdsearch.senate.gov/search/view/ptr/bbd1f7c0-aefc-4f68-b5c1-d7fe1310b2c0/,Gary C Peters,T,10/30/2018,Purchase
